MarketplaceId,MarketplaceName,TehsilId,TehsilName,MarketplaceStatus
36866,Patharpunj,299,Patan,Approved
36867,Pathavade,299,Patan,Approved
36868,Pawarwadi,299,Patan,Approved
36869,Pethshivapur,299,Patan,Approved
36870,Pimpalgaon,299,Patan,Approved
36871,Pimpaloshi,299,Patan,Approved
36872,Potekarwadi,299,Patan,Approved
36873,Punvali,299,Patan,Approved
36874,Rahude,299,Patan,Approved
36875,Ramishtewadi,299,Patan,Approved
36876,Rasati,299,Patan,Approved
36877,Retharekarwadi,299,Patan,Approved
36878,Risawad,299,Patan,Approved
36879,Ruvale,299,Patan,Approved
36880,Sabalewadi,299,Patan,Approved
36881,Sadawaghapur,299,Patan,Approved
36882,Saikade,299,Patan,Approved
36883,Sakhari,299,Patan,Approved
36884,Salave,299,Patan,Approved
36885,Saltewadi,299,Patan,Approved
36886,Sanbur,299,Patan,Approved
36887,Sangwad,299,Patan,Approved
36888,Satar,299,Patan,Approved
36889,Sawarghar,299,Patan,Approved
36890,Shedgewadi,299,Patan,Approved
36891,Shendevadi,299,Patan,Approved
36892,Shibewadi (Kumbhargaon),299,Patan,Approved
36893,Shidrukwadi,299,Patan,Approved
36894,Shindewadi,299,Patan,Approved
36895,Shinganwadi,299,Patan,Approved
36896,Shiral,299,Patan,Approved
36897,Shitapwadi,299,Patan,Approved
36898,Shivandeshwar,299,Patan,Approved
36899,Siddheshwar Nagar,299,Patan,Approved
36900,Sonaichiwadi,299,Patan,Approved
36901,Sonavade,299,Patan,Approved
36902,Subhashnagar,299,Patan,Approved
36903,Sulewadi,299,Patan,Approved
36904,Supugadewadi,299,Patan,Approved
36905,Surul,299,Patan,Approved
36906,Sutarwadi,299,Patan,Approved
36907,Taliye,299,Patan,Approved
36908,Tamine,299,Patan,Approved
36909,Tamkade,299,Patan,Approved
36910,Tamkane,299,Patan,Approved
36911,Tarale,299,Patan,Approved
36912,Taygadewadi,299,Patan,Approved
36913,Telewadi,299,Patan,Approved
36914,Tetamewadi,299,Patan,Approved
36915,Thankal,299,Patan,Approved
36916,Thomase,299,Patan,Approved
36917,Tolewadi,299,Patan,Approved
36918,Tondoshi,299,Patan,Approved
36919,Torane,299,Patan,Approved
36920,Tripudi,299,Patan,Approved
36921,Tupewadi,299,Patan,Approved
36922,Udhavane,299,Patan,Approved
36923,Umarkanchan,299,Patan,Approved
36924,Urul,299,Patan,Approved
36925,Vadi Kotawade,299,Patan,Approved
36926,Vaichalwadi,299,Patan,Approved
36927,Vajegaon,299,Patan,Approved
36928,Vajegaon (Marul Patan),299,Patan,Approved
36929,Vajroshi,299,Patan,Approved
36930,Van,299,Patan,Approved
36931,Vanzole,299,Patan,Approved
36932,Varekarwadi,299,Patan,Approved
36933,Vatole,299,Patan,Approved
36934,Vekhandwadi,299,Patan,Approved
36935,Vetalwadi,299,Patan,Approved
36936,Vihe,299,Patan,Approved
36937,Virewadi,299,Patan,Approved
36938,Waghane,299,Patan,Approved
36939,Waghjaewadi,299,Patan,Approved
36940,Wazoli,299,Patan,Approved
36941,Yelewadi,299,Patan,Approved
36942,Yerad,299,Patan,Approved
36943,Yeradwadi,299,Patan,Approved
36944,Yerphale,299,Patan,Approved
36945,Zadoli,299,Patan,Approved
36946,Zakade,299,Patan,Approved
61859,Satara ,299,Patan,Unapproved
36947,Adarki Bk.,300,Phaltan,Approved
36948,Adarki Kh.,300,Phaltan,Approved
36949,Alagudewadi,300,Phaltan,Approved
36950,Aljapur,300,Phaltan,Approved
36951,Andrud,300,Phaltan,Approved
36952,Aradgaon,300,Phaltan,Approved
36953,Asu,300,Phaltan,Approved
36954,Barad,300,Phaltan,Approved
36955,Bhadali Bk.,300,Phaltan,Approved
36956,Bhadali Kh.,300,Phaltan,Approved
36957,Bhavaninagar Rajuri,300,Phaltan,Approved
36958,Bhilkatti,300,Phaltan,Approved
36959,Bibi,300,Phaltan,Approved
36960,Bodkewadi,300,Phaltan,Approved
36961,Chambharwadi,300,Phaltan,Approved
36962,Chaudharwadi,300,Phaltan,Approved
36963,Chavhanwadi,300,Phaltan,Approved
36964,Dalvadi,300,Phaltan,Approved
36965,Daryachiwadi,300,Phaltan,Approved
36966,Dattanagar Kuravali Bk.,300,Phaltan,Approved
36967,Dhaval,300,Phaltan,Approved
36968,Dhavalewadi (Asu),300,Phaltan,Approved
36969,Dhavalewadi (Ni),300,Phaltan,Approved
36970,Dhuldev,300,Phaltan,Approved
