MarketplaceId,MarketplaceName,TehsilId,TehsilName,MarketplaceStatus
29890,Dighi,248,Haveli,Approved
29891,Dongargaon,248,Haveli,Approved
29892,Donje,248,Haveli,Approved
29893,Dudulgaon,248,Haveli,Approved
29894,Fulgaon,248,Haveli,Approved
29895,Fursungi,248,Haveli,Approved
29896,Gaud Dara,248,Haveli,Approved
29897,Gawdewadi,248,Haveli,Approved
29898,Ghera Sinhagad,248,Haveli,Approved
29899,Gogalwadi,248,Haveli,Approved
29900,Gorhe Bk.,248,Haveli,Approved
29901,Gorhe Kh.,248,Haveli,Approved
29902,Gujar Nimbalkarwadi,248,Haveli,Approved
29903,Hadapsar,248,Haveli,Approved
29904,Hingane Kh.,248,Haveli,Approved
29905,Hingangaon,248,Haveli,Approved
29906,Holkarwadi,248,Haveli,Approved
29907,Jambhali,248,Haveli,Approved
29908,Jambhulwadi,248,Haveli,Approved
29909,Kadamwak Wasti,248,Haveli,Approved
29910,Kalas,248,Haveli,Approved
29911,Kalyan,248,Haveli,Approved
29912,Katraj,248,Haveli,Approved
29913,Kesnand,248,Haveli,Approved
29914,Khadakwadi,248,Haveli,Approved
29915,Khadakwasala,248,Haveli,Approved
29916,Khadewadi,248,Haveli,Approved
29917,Khamgaon Mawal,248,Haveli,Approved
29918,Khamgaon Tek,248,Haveli,Approved
29919,Khanapur,248,Haveli,Approved
29920,Kharadi,248,Haveli,Approved
29921,Khedshivapur,248,Haveli,Approved
29922,Kinhai,248,Haveli,Approved
29923,Kirkitwadi,248,Haveli,Approved
29924,Kiwale,248,Haveli,Approved
29925,Kolawadi,248,Haveli,Approved
29926,Kolwadi,248,Haveli,Approved
29927,Kondhanpur,248,Haveli,Approved
29928,Kondhave Bk.,248,Haveli,Approved
29929,Kondhave Dhavade,248,Haveli,Approved
29930,Kondhave Kh.,248,Haveli,Approved
29931,Kopare,248,Haveli,Approved
29932,Koregaon Mul,248,Haveli,Approved
29933,Kothrud,248,Haveli,Approved
29934,Kudaje,248,Haveli,Approved
29935,Kunjirwadi,248,Haveli,Approved
29936,Lahagaon,248,Haveli,Approved
29937,Loni Kalbhor,248,Haveli,Approved
29938,Lonikand,248,Haveli,Approved
29939,M. Karvenagar,248,Haveli,Approved
29940,Mahamadwadi,248,Haveli,Approved
29941,Malinagar,248,Haveli,Approved
29942,Malkhed,248,Haveli,Approved
29943,Mamurdi,248,Haveli,Approved
29944,Mandvi Bk.,248,Haveli,Approved
29945,Mandvi Kh.,248,Haveli,Approved
29946,Manerwadi,248,Haveli,Approved
29947,Mangadewadi,248,Haveli,Approved
29948,Manjari Bk,248,Haveli,Approved
29949,Manjari Kh.,248,Haveli,Approved
29950,Mogarwadi,248,Haveli,Approved
29951,Mokarwadi,248,Haveli,Approved
29952,Mordarwadi,248,Haveli,Approved
29953,Moshi,248,Haveli,Approved
29954,Murkutenagar,248,Haveli,Approved
29955,Naigaon,248,Haveli,Approved
29956,Nanded,248,Haveli,Approved
29957,Nandoshi,248,Haveli,Approved
29958,Narhe,248,Haveli,Approved
29959,Nhavi Sandas,248,Haveli,Approved
29960,Nigadi,248,Haveli,Approved
29961,Nirgudi,248,Haveli,Approved
29962,Pashan,248,Haveli,Approved
29963,Perane,248,Haveli,Approved
29964,Peth,248,Haveli,Approved
29965,Pimpale Gurav,248,Haveli,Approved
29966,Pimpale Nilakh,248,Haveli,Approved
29967,Pimpale Saudagar,248,Haveli,Approved
29968,Pimpri Sandas,248,Haveli,Approved
29969,Pimpri Waghere,248,Haveli,Approved
29970,Pisoli,248,Haveli,Approved
29971,Rahatani,248,Haveli,Approved
29972,Rahatwade,248,Haveli,Approved
29973,Ravet,248,Haveli,Approved
29974,Sambarewadi,248,Haveli,Approved
29975,Sanas Nagar,248,Haveli,Approved
29976,Sangarun,248,Haveli,Approved
29977,Sangavi Haveli,248,Haveli,Approved
29978,Sangavi Sandas,248,Haveli,Approved
