MarketplaceId,MarketplaceName,TehsilId,TehsilName,MarketplaceStatus
6953,Dewadari,55,Chikhli,Approved
6954,Dhanori,55,Chikhli,Approved
6955,Dhodap,55,Chikhli,Approved
6956,Dhotra Bhangoji Bhag 1,55,Chikhli,Approved
6957,Dhotra Naik,55,Chikhli,Approved
6958,Dhuma,55,Chikhli,Approved
6959,Diwathana,55,Chikhli,Approved
6960,Dongar Shewali,55,Chikhli,Approved
6961,Dongargaon,55,Chikhli,Approved
6962,Eklara,55,Chikhli,Approved
6963,Gangalgaon,55,Chikhli,Approved
6964,Ghanmod,55,Chikhli,Approved
6965,Girola,55,Chikhli,Approved
6966,Godri,55,Chikhli,Approved
6967,Gondhankhed,55,Chikhli,Approved
6968,Gondhankhed Pr. Amdapur,55,Chikhli,Approved
6969,Gunjala,55,Chikhli,Approved
6970,Haralkhed,55,Chikhli,Approved
6971,Harni,55,Chikhli,Approved
6972,Hatni,55,Chikhli,Approved
6973,Hiwara Naik,55,Chikhli,Approved
6974,Isoli Bhag 1,55,Chikhli,Approved
6975,Isrul,55,Chikhli,Approved
6976,Jambhora,55,Chikhli,Approved
6977,Jambhrun,55,Chikhli,Approved
6978,Jamdara,55,Chikhli,Approved
6979,Karankhed,55,Chikhli,Approved
6980,Karatwadi,55,Chikhli,Approved
6981,Karkheda,55,Chikhli,Approved
6982,Karwand Bhag 1,55,Chikhli,Approved
6983,Katoda,55,Chikhli,Approved
6984,Kavhala,55,Chikhli,Approved
6985,Kawathal,55,Chikhli,Approved
6986,Kelwad,55,Chikhli,Approved
6987,Khairav,55,Chikhli,Approved
6988,Khamkhed,55,Chikhli,Approved
6989,Khandala Makardhwaj,55,Chikhli,Approved
6990,Khor,55,Chikhli,Approved
6991,Kinhi Naik,55,Chikhli,Approved
6992,Kinhi Sawadad,55,Chikhli,Approved
6993,Kinhola,55,Chikhli,Approved
6994,Kolara Bhag 1,55,Chikhli,Approved
6995,Kolari,55,Chikhli,Approved
6996,Konad,55,Chikhli,Approved
6997,Kotkhed,55,Chikhli,Approved
6998,Kusumba,55,Chikhli,Approved
6999,Kusumbi,55,Chikhli,Approved
7000,Mahattamkhed,55,Chikhli,Approved
7001,Mahimal,55,Chikhli,Approved
7002,Malagi,55,Chikhli,Approved
7003,Malgani,55,Chikhli,Approved
7004,Malshemba,55,Chikhli,Approved
7005,Mangrul Pr Kherda,55,Chikhli,Approved
7006,Mangrur Nawghare,55,Chikhli,Approved
7007,Manmod,55,Chikhli,Approved
7008,Manubai,55,Chikhli,Approved
7009,Medsing,55,Chikhli,Approved
7010,Mera Bk. Bhag 1,55,Chikhli,Approved
7011,Mera Bk.Bhag 2,55,Chikhli,Approved
7012,Mera Kh.,55,Chikhli,Approved
7013,Misalwadi Bhag 1,55,Chikhli,Approved
7014,Misalwali Bhag 2,55,Chikhli,Approved
7015,Mohadari,55,Chikhli,Approved
7016,Mungasari,55,Chikhli,Approved
7017,Mungi,55,Chikhli,Approved
7018,Muradpur,55,Chikhli,Approved
7019,Naigaon Bk.,55,Chikhli,Approved
7020,Naigaon Kh.,55,Chikhli,Approved
7021,Palaskhed Daulat,55,Chikhli,Approved
7022,Palaskhed Jayanti,55,Chikhli,Approved
7023,Palaskhed Sapkal,55,Chikhli,Approved
7024,Pambulwadi,55,Chikhli,Approved
7025,Pandhardeo,55,Chikhli,Approved
7026,Patoda,55,Chikhli,Approved
7027,Peth,55,Chikhli,Approved
7028,Pimpalwadi,55,Chikhli,Approved
7029,Pimparkhed,55,Chikhli,Approved
7030,Ramnagar,55,Chikhli,Approved
7031,Ranantri,55,Chikhli,Approved
7032,Rohada,55,Chikhli,Approved
7033,Sakegaon,55,Chikhli,Approved
7034,Satgaon Bhusari,55,Chikhli,Approved
7035,Sawana Bhag 2,55,Chikhli,Approved
7036,Sawangi Gawali Bhag 1,55,Chikhli,Approved
7037,Sawargaon Dukare,55,Chikhli,Approved
7038,Sawarkhed Bk.,55,Chikhli,Approved
7039,Sawarkhed Kh.,55,Chikhli,Approved
7040,Sawarkhed Najik,55,Chikhli,Approved
7041,Sawna Bhag 1,55,Chikhli,Approved
7042,Shelgaon Atol,55,Chikhli,Approved
7043,Shelgaon Jahangir,55,Chikhli,Approved
7044,Shelodi,55,Chikhli,Approved
7045,Shelsur,55,Chikhli,Approved
7046,Shelud,55,Chikhli,Approved
7047,Shindi Harali,55,Chikhli,Approved
7048,Somthana,55,Chikhli,Approved
7049,Sonewadi,55,Chikhli,Approved
7050,Takarkhed Helga,55,Chikhli,Approved
7051,Takarkhed Musalman,55,Chikhli,Approved
7052,Tambulwadi,55,Chikhli,Approved
7053,Telhara,55,Chikhli,Approved
7054,Toranwada,55,Chikhli,Approved
7055,Udaynagar,55,Chikhli,Approved
7056,Utrada,55,Chikhli,Approved
7057,Vairagad,55,Chikhli,Approved
7058,Vardada,55,Chikhli,Approved
7059,Vasantnagar,55,Chikhli,Approved
7060,Waghapur,55,Chikhli,Approved
7061,Walti,55,Chikhli,Approved
7062,Warkhed,55,Chikhli,Approved
7063,Yewata,55,Chikhli,Approved
7064,Aland,56,Deolgaon Raja,Approved
7065,Ambhora,56,Deolgaon Raja,Approved
7066,Andhera Bhag 1,56,Deolgaon Raja,Approved
7067,Asola Jahagir,56,Deolgaon Raja,Approved
7068,Baigaon Bk.,56,Deolgaon Raja,Approved
7069,Baigaon Khurd,56,Deolgaon Raja,Approved
7070,Bamkhed,56,Deolgaon Raja,Approved
7071,Bhivgaon Bk.,56,Deolgaon Raja,Approved
7072,Bhivgaon Kh.,56,Deolgaon Raja,Approved
7073,Borakhedi Bawara,56,Deolgaon Raja,Approved
7074,Chinchkhed,56,Deolgaon Raja,Approved
7075,Chincholi Burkul,56,Deolgaon Raja,Approved
7076,Dagadwadi,56,Deolgaon Raja,Approved
7077,Deulgaon Mahi Bhag 1,56,Deolgaon Raja,Approved
7078,Deulgaon Raja,56,Deolgaon Raja,Approved
7079,Dhotra Nandai,56,Deolgaon Raja,Approved
7080,Digras Bk.,56,Deolgaon Raja,Approved
7081,Digras Kh.,56,Deolgaon Raja,Approved
7082,Dodra,56,Deolgaon Raja,Approved
7083,Doiphodewadi,56,Deolgaon Raja,Approved
7084,Gargundi,56,Deolgaon Raja,Approved
7085,Garkhed,56,Deolgaon Raja,Approved
7086,Giroli Bk.,56,Deolgaon Raja,Approved
7087,Giroli Kh.,56,Deolgaon Raja,Approved
7088,Golegaon,56,Deolgaon Raja,Approved
7089,Gondhankhed,56,Deolgaon Raja,Approved
7090,Jambhora,56,Deolgaon Raja,Approved
7091,Jawalkhed,56,Deolgaon Raja,Approved
7092,Jumda,56,Deolgaon Raja,Approved
7093,Khadka,56,Deolgaon Raja,Approved
7094,Khalyal Gavhan,56,Deolgaon Raja,Approved
7095,Kinhi Pawar,56,Deolgaon Raja,Approved
7096,Kumbhari,56,Deolgaon Raja,Approved
7097,Mandapgaon,56,Deolgaon Raja,Approved
7098,Mehuna Raja,56,Deolgaon Raja,Approved
7099,Mendgaon,56,Deolgaon Raja,Approved
7100,Nagangaon,56,Deolgaon Raja,Approved
7101,Narayankhed,56,Deolgaon Raja,Approved
7102,Nimgaon Guru,56,Deolgaon Raja,Approved
7103,Nimkhed,56,Deolgaon Raja,Approved
7104,Padali Shinde,56,Deolgaon Raja,Approved
7105,Palaskhed Malakdeo,56,Deolgaon Raja,Approved
7106,Palaskhed Zalta,56,Deolgaon Raja,Approved
7107,Pangri,56,Deolgaon Raja,Approved
7108,Pimpalgaon Bk.,56,Deolgaon Raja,Approved
7109,Pimpalgaon Chilmkha,56,Deolgaon Raja,Approved
7110,Pimpalner,56,Deolgaon Raja,Approved
7111,Pimpri Andhale,56,Deolgaon Raja,Approved
7112,Rohana,56,Deolgaon Raja,Approved
7113,Saokhed Bhoi,56,Deolgaon Raja,Approved
7114,Saramba,56,Deolgaon Raja,Approved
7115,Savangi Tekade,56,Deolgaon Raja,Approved
7116,Sawkhed Nagre,56,Deolgaon Raja,Approved
7117,Sevanagar,56,Deolgaon Raja,Approved
7118,Shiwani Armal,56,Deolgaon Raja,Approved
7119,Singaon (Jahagir) Bhag 1,56,Deolgaon Raja,Approved
7120,Singaon (Jahangir) Bhag 2,56,Deolgaon Raja,Approved
7121,Sultanpur,56,Deolgaon Raja,Approved
7122,Sura,56,Deolgaon Raja,Approved
7123,Takarkhed Bhagile,56,Deolgaon Raja,Approved
7124,Takarkhed Vayal,56,Deolgaon Raja,Approved
7125,Tuljapur,56,Deolgaon Raja,Approved
7126,Umbarkhed,56,Deolgaon Raja,Approved
7127,Waki Bk.,56,Deolgaon Raja,Approved
7128,Waki Kh.,56,Deolgaon Raja,Approved
61717,digras bk,56,Deolgaon Raja,Unapproved
61553,DulgavRaja,56,Deolgaon Raja,Unapproved
7129,Adol Bk.,57,Jalgaon (Jamod),Approved
7130,Adol Kh.,57,Jalgaon (Jamod),Approved
7131,Ahmadpur,57,Jalgaon (Jamod),Approved
7132,Akola Kh.,57,Jalgaon (Jamod),Approved
7133,Asalgaon Bhag 1,57,Jalgaon (Jamod),Approved
7134,Bhendwad Bk.,57,Jalgaon (Jamod),Approved
7135,Bhendwad Kh.,57,Jalgaon (Jamod),Approved
7136,Bhingara Khurd,57,Jalgaon (Jamod),Approved
7137,Bhurkhed,57,Jalgaon (Jamod),Approved
7138,Borala Bk.,57,Jalgaon (Jamod),Approved
7139,Borala Kh.,57,Jalgaon (Jamod),Approved
7140,Chalthana Bk.,57,Jalgaon (Jamod),Approved
7141,Chalthana Kh.,57,Jalgaon (Jamod),Approved
7142,Chalthana Siyam,57,Jalgaon (Jamod),Approved
7143,Chawara,57,Jalgaon (Jamod),Approved
7144,Chinchkhed Kh.,57,Jalgaon (Jamod),Approved
7145,Dadulgaon,57,Jalgaon (Jamod),Approved
7146,Dautpur,57,Jalgaon (Jamod),Approved
7147,Devhari Budruk,57,Jalgaon (Jamod),Approved
7148,Dhanora,57,Jalgaon (Jamod),Approved
7149,Gadegaon Bk.,57,Jalgaon (Jamod),Approved
7150,Gadegaon Kh.,57,Jalgaon (Jamod),Approved
7151,Garpeth,57,Jalgaon (Jamod),Approved
7152,Gaulkhed,57,Jalgaon (Jamod),Approved
