MarketplaceId,MarketplaceName,TehsilId,TehsilName,MarketplaceStatus
47715,Lanji,3414,Lanji,Approved
47716,Paraswada,3415,Paraswada,Approved
47717,Tirodi,3416,Tirodi,Approved
47718,Waraseoni,3417,Waraseoni,Approved
47719,Anjad,3418,Anjad,Approved
47720,Barwani,3419,Barwani,Approved
47721,Niwali,3420,Niwali,Approved
47722,Pansemal,3421,Pansemal,Approved
61727,Kunjari,3421,Pansemal,Approved
61722,Moyda,3421,Pansemal,Approved
61723,Donwada,3421,Pansemal,Approved
61724,Jahur,3421,Pansemal,Approved
61725,bhatki,3421,Pansemal,Approved
61726,malgaon,3422,Pati,Approved
61728,Jogwada,3422,Pati,Approved
61744,Bokarata,3422,Pati,Approved
47723,Pati,3422,Pati,Approved
47724,Rajpur,3423,Rajpur,Approved
61729,Dondwada,3423,Rajpur,Approved
51502,Nangaon ,3423,Rajpur,Approved
51503,Barwani ,3423,Rajpur,Unapproved
51504,NA,3423,Rajpur,Unapproved
61730,Guljwari,3424,Sendhwa,Approved
61745,Dogargaon,3424,Sendhwa,Approved
47725,Sendhwa,3424,Sendhwa,Approved
47726,Thikri,3425,Thikri,Approved
61746,Anjarada,3425,Thikri,Approved
61731,Wajhar,3425,Thikri,Approved
61738,Chachariyapati,3425,Thikri,Approved
61739,Jhopali,3426,Varla,Approved
61747,Gondhaval,3426,Varla,Approved
47727,Varla,3426,Varla,Approved
47728,Amla,3427,Amla,Approved
61740,Amjhiri,3427,Amla,Approved
61732,Balwadi,3427,Amla,Approved
61781,borikhurd ,3427,Amla,Unapproved
61612,Biskhan ,3427,Amla,Unapproved
61588,Biskhan post gubrel,3427,Amla,Unapproved
61733,dugani,3428,Athner,Approved
61741,Acchali,3428,Athner,Approved
47729,Athner,3428,Athner,Approved
47730,Betul,3429,Betul,Approved
61742,Jhapadipadla,3429,Betul,Approved
61734,Jamati,3429,Betul,Approved
61735,Khokari,3430,Betul Nagar,Approved
61743,Khurmabad,3430,Betul Nagar,Approved
47731,Betul Nagar,3430,Betul Nagar,Approved
47732,Bhainsdehi,3431,Bhainsdehi,Approved
61736,Vilva,3431,Bhainsdehi,Approved
61737,Solwan,3432,Bhimpur,Approved
47733,Bhimpur,3432,Bhimpur,Approved
47734,Chicholi,3433,Chicholi,Approved
47735,Ghoda Dongri,3434,Ghoda Dongri,Approved
47736,Multai,3435,Multai,Approved
51545,nitin traders multai,3435,Multai,Unapproved
61873,birul,3436,Prabhatpattan,Unapproved
47737,Prabhatpattan,3436,Prabhatpattan,Approved
47738,Shahpur,3437,Shahpur,Approved
47739,Ater,3438,Ater,Approved
47740,Bhind,3439,Bhind,Approved
47741,Bhind Nagar,3440,Bhind Nagar,Approved
47742,Gohad,3441,Gohad,Approved
47743,Gormi,3442,Gormi,Approved
61914,Sunarpura road nunhad ,3442,Gormi,Unapproved
47744,Lahar,3443,Lahar,Approved
47745,Mau,3444,Mau,Approved
47746,Mehgaon,3445,Mehgaon,Approved
47747,Mihona,3446,Mihona,Approved
47748,Ron,3447,Ron,Approved
47749,Berasia,3448,Berasia,Approved
47750,Huzur,3449,Huzur,Approved
47751,Kolar,3450,Kolar,Approved
47752,Burhanpur,3451,Burhanpur,Approved
61757,Shahpur,3451,Burhanpur,Approved
61758,Bambhada,3451,Burhanpur,Approved
61759,Chapora,3451,Burhanpur,Approved
61760,Emagird,3451,Burhanpur,Approved
61761,Ichhapur,3451,Burhanpur,Approved
61901,Shahpur ,3452,Burhanpur Nagar,Unapproved
47753,Burhanpur Nagar,3452,Burhanpur Nagar,Approved
47754,Dhulcot,3453,Dhulcot,Approved
47755,Khaknar,3454,Khaknar,Approved
61762,Doiphodiya,3454,Khaknar,Approved
61763,Jamuniya,3454,Khaknar,Approved
61764,Khakanar Kalan,3454,Khaknar,Approved
61765,Tukaithad,3454,Khaknar,Approved
47756,Nepanagar,3455,Nepanagar,Approved
47757,Bada Malhera,3456,Bada Malhera,Approved
47758,Bijawar,3457,Bijawar,Approved
47759,Buxwaha,3458,Buxwaha,Approved
47760,Chandla,3459,Chandla,Approved
47761,Chhatarpur,3460,Chhatarpur,Approved
47762,Chhatarpur Nagar,3461,Chhatarpur Nagar,Approved
47763,Gaurihar,3462,Gaurihar,Approved
47764,Ghuwara,3463,Ghuwara,Approved
