MarketplaceId,MarketplaceName,TehsilId,TehsilName,MarketplaceStatus
7950,Wadner Bhag 1,63,Nandura,Approved
7951,Walti Bk.,63,Nandura,Approved
7952,Walti Kh.,63,Nandura,Approved
7953,Wasadi Bk.,63,Nandura,Approved
7954,Wasadi Kh.,63,Nandura,Approved
7955,Yerali,63,Nandura,Approved
61917,Shemba bk,63,Nandura,Unapproved
61704,dhanora,63,Nandura,Unapproved
7956,Aanswad,64,Sangrampur,Approved
7957,Akoli Bk.,64,Sangrampur,Approved
7958,Akoli Kh.,64,Sangrampur,Approved
7959,Alewadi,64,Sangrampur,Approved
7960,Ambabarvha,64,Sangrampur,Approved
7961,Atkal,64,Sangrampur,Approved
7962,Awar,64,Sangrampur,Approved
7963,Balhadi,64,Sangrampur,Approved
7964,Banoda Bk.,64,Sangrampur,Approved
7965,Bawanbir,64,Sangrampur,Approved
7966,Bhilkhed,64,Sangrampur,Approved
7967,Bhon,64,Sangrampur,Approved
7968,Bhuikhed,64,Sangrampur,Approved
7969,Bodkha,64,Sangrampur,Approved
7970,Borkhed,64,Sangrampur,Approved
7971,Changefal Bk.,64,Sangrampur,Approved
7972,Changefal Kh.,64,Sangrampur,Approved
7973,Chichari,64,Sangrampur,Approved
7974,Chondhi,64,Sangrampur,Approved
7975,Chunkhedi,64,Sangrampur,Approved
7976,Danapur,64,Sangrampur,Approved
7977,Deulgaon,64,Sangrampur,Approved
7978,Dhamangaon,64,Sangrampur,Approved
7979,Durgadaitya,64,Sangrampur,Approved
7980,Eklara(Banoda),64,Sangrampur,Approved
7981,Gopalkhed,64,Sangrampur,Approved
7982,Hadiyamahal,64,Sangrampur,Approved
7983,Hingana Kavthal,64,Sangrampur,Approved
7984,Itkhed,64,Sangrampur,Approved
7985,Jastgaon,64,Sangrampur,Approved
7986,Kakanwada Bk.,64,Sangrampur,Approved
7987,Kakanwada Kh.,64,Sangrampur,Approved
7988,Kakoda,64,Sangrampur,Approved
7989,Kalamkhed,64,Sangrampur,Approved
7990,Kamod,64,Sangrampur,Approved
7991,Karmoda,64,Sangrampur,Approved
7992,Katel,64,Sangrampur,Approved
7993,Kathargaon,64,Sangrampur,Approved
7994,Kavathal Bhag 2,64,Sangrampur,Approved
7995,Kavthal Bhag 1,64,Sangrampur,Approved
7996,Khalad Bk.,64,Sangrampur,Approved
7997,Khalad Kh.,64,Sangrampur,Approved
7998,Khel Bhongal Paturda,64,Sangrampur,Approved
7999,Khel Dalavi Paturda,64,Sangrampur,Approved
8000,Khel Mali Paturda,64,Sangrampur,Approved
8001,Khel Thorat Paturda,64,Sangrampur,Approved
8002,Khiroda,64,Sangrampur,Approved
8003,Kodri,64,Sangrampur,Approved
8004,Kolad,64,Sangrampur,Approved
8005,Kumbharkhed,64,Sangrampur,Approved
8006,Kundegaon,64,Sangrampur,Approved
8007,Ladnapur Bhag 1,64,Sangrampur,Approved
8008,Lohagaon Bk.,64,Sangrampur,Approved
8009,Lohagaon Kh.,64,Sangrampur,Approved
8010,Malthana Bk.,64,Sangrampur,Approved
8011,Malthana Kh.,64,Sangrampur,Approved
8012,Manardi,64,Sangrampur,Approved
8013,Marod,64,Sangrampur,Approved
8014,Mominabad,64,Sangrampur,Approved
8015,Neknampur,64,Sangrampur,Approved
8016,Nimkhed,64,Sangrampur,Approved
8017,Nirod,64,Sangrampur,Approved
8018,Niwana,64,Sangrampur,Approved
8019,Palashi Zashi,64,Sangrampur,Approved
8020,Palsoda,64,Sangrampur,Approved
8021,Panchala Pr.Bawanbir,64,Sangrampur,Approved
8022,Panchala Pr.Jamod,64,Sangrampur,Approved
8023,Paturda Kh.,64,Sangrampur,Approved
8024,Pesoda,64,Sangrampur,Approved
8025,Pimpari Adgaon,64,Sangrampur,Approved
8026,Pimpri Kavthal,64,Sangrampur,Approved
8027,Pingli Bk.,64,Sangrampur,Approved
8028,Pingli Jahangir,64,Sangrampur,Approved
8029,Rajpur,64,Sangrampur,Approved
8030,Ringanwadi,64,Sangrampur,Approved
8031,Rohinkhidaki,64,Sangrampur,Approved
8032,Rudhana,64,Sangrampur,Approved
8033,Salabad,64,Sangrampur,Approved
8034,Salwan,64,Sangrampur,Approved
8035,Sangrampur,64,Sangrampur,Approved
8036,Sangrampur Pr.Sonala,64,Sangrampur,Approved
8037,Sawala,64,Sangrampur,Approved
8038,Sawali,64,Sangrampur,Approved
8039,Saykhed,64,Sangrampur,Approved
8040,Shewaga Bk,64,Sangrampur,Approved
8041,Shewaga Kh.,64,Sangrampur,Approved
8042,Shivani,64,Sangrampur,Approved
8043,Sogoda,64,Sangrampur,Approved
8044,Sonala Bhag 1,64,Sangrampur,Approved
8045,Takali Panchgavhan,64,Sangrampur,Approved
8046,Takleshwar,64,Sangrampur,Approved
8047,Tamgaon,64,Sangrampur,Approved
8048,Tunki Bk.,64,Sangrampur,Approved
8049,Tunki Kh.,64,Sangrampur,Approved
8050,Ukadgaon,64,Sangrampur,Approved
8051,Ukali Bk.,64,Sangrampur,Approved
8052,Umara,64,Sangrampur,Approved
8053,Wadgaon (Wan),64,Sangrampur,Approved
8054,Wakana,64,Sangrampur,Approved
8055,Wankhed Bhag 1,64,Sangrampur,Approved
8056,Warkhed,64,Sangrampur,Approved
8057,Warwat Bakal,64,Sangrampur,Approved
8058,Warwat Khanderao,64,Sangrampur,Approved
8059,Wasali,64,Sangrampur,Approved
8060,Wastagaon,64,Sangrampur,Approved
8061,Zashi,64,Sangrampur,Approved
8062,Adsul,65,Shegaon,Approved
8063,Alasana,65,Shegaon,Approved
8064,Belura,65,Shegaon,Approved
8065,Bhastan,65,Shegaon,Approved
8066,Bhongaon,65,Shegaon,Approved
8067,Bondgaon,65,Shegaon,Approved
8068,Bramhanwada,65,Shegaon,Approved
8069,Chinchkhed,65,Shegaon,Approved
8070,Chincholi Karfarma,65,Shegaon,Approved
8071,Dolarkhed,65,Shegaon,Approved
8072,Dongarkhed,65,Shegaon,Approved
8073,Ekphal,65,Shegaon,Approved
8074,Gaigaon Bk.,65,Shegaon,Approved
8075,Gaigaon Kh.,65,Shegaon,Approved
8076,Gaulkhed,65,Shegaon,Approved
8077,Gavhan,65,Shegaon,Approved
8078,Ghui,65,Shegaon,Approved
8079,Golegaon Bk.,65,Shegaon,Approved
8080,Golegaon Kh.,65,Shegaon,Approved
8081,Hingna Vaijinath,65,Shegaon,Approved
8082,Irkhed,65,Shegaon,Approved
8083,Jalamb Bhag 1,65,Shegaon,Approved
8084,Janori,65,Shegaon,Approved
8085,Jawala Bk.,65,Shegaon,Approved
8086,Jawala Palaskhed,65,Shegaon,Approved
8087,Kalkhed,65,Shegaon,Approved
8088,Kalwad,65,Shegaon,Approved
8089,Kanarkhed,65,Shegaon,Approved
8090,Kathora,65,Shegaon,Approved
8091,Khatkhed,65,Shegaon,Approved
8092,Kherda,65,Shegaon,Approved
8093,Kurkhed,65,Shegaon,Approved
8094,Lasura Bk.,65,Shegaon,Approved
8095,Lasura Kh.,65,Shegaon,Approved
8096,Lontek,65,Shegaon,Approved
8097,Machhindrakhed,65,Shegaon,Approved
8098,Mahagaon,65,Shegaon,Approved
8099,Majalapur (Ujad),65,Shegaon,Approved
8100,Manarkhed Kh,65,Shegaon,Approved
8101,Manasgaon,65,Shegaon,Approved
8102,Manegaon,65,Shegaon,Approved
8103,Matargaon Bk. Bhag 1,65,Shegaon,Approved
8104,Matargaon Bk.Bhag 2,65,Shegaon,Approved
8105,Matargaon Kh.,65,Shegaon,Approved
8106,Mehen (Ujad),65,Shegaon,Approved
8107,Morgaon Digras,65,Shegaon,Approved
8108,Nimbi,65,Shegaon,Approved
8109,Padsul,65,Shegaon,Approved
8110,Pahurjira Bhag 1,65,Shegaon,Approved
8111,Pahurpurna,65,Shegaon,Approved
8112,Palodi,65,Shegaon,Approved
8113,Sagoda,65,Shegaon,Approved
8114,Sangwa,65,Shegaon,Approved
8115,Sawarna,65,Shegaon,Approved
8116,Shegaon Bhag 1,65,Shegaon,Approved
8117,Shelgaon Ujad,65,Shegaon,Approved
8118,Shirasgaon Nile,65,Shegaon,Approved
8119,Shrikshetra Nagzari,65,Shegaon,Approved
8120,Takali Dharav,65,Shegaon,Approved
8121,Takali Hat,65,Shegaon,Approved
8122,Takali Nagzari,65,Shegaon,Approved
8123,Takali Viro,65,Shegaon,Approved
8124,Taroda Kasaba,65,Shegaon,Approved
8125,Taroda Tarodi,65,Shegaon,Approved
8126,Tintrav,65,Shegaon,Approved
8127,Tivhan Bk.,65,Shegaon,Approved
8128,Tivhan Kh.,65,Shegaon,Approved
8129,Unhalkhed,65,Shegaon,Approved
8130,Waradh,65,Shegaon,Approved
8131,Warkhed Bk.,65,Shegaon,Approved
8132,Warkhed Kh.,65,Shegaon,Approved
8133,Warud,65,Shegaon,Approved
8134,Yeulkhed,65,Shegaon,Approved
8135,Zadegaon,65,Shegaon,Approved
61819,444203,65,Shegaon,Unapproved
8136,Aagefal,66,Sindkhed Raja,Approved
8137,Adgaon Raja,66,Sindkhed Raja,Approved
8138,Ambewadi,66,Sindkhed Raja,Approved
8139,Anchali,66,Sindkhed Raja,Approved
8140,Balsamudra,66,Sindkhed Raja,Approved
8141,Barlinga,66,Sindkhed Raja,Approved
8142,Bhandari,66,Sindkhed Raja,Approved
8143,Bhosa,66,Sindkhed Raja,Approved
8144,Borakhedi Bk.,66,Sindkhed Raja,Approved
8145,Borkhedi Jalal,66,Sindkhed Raja,Approved
8146,Borkhedi Kh.,66,Sindkhed Raja,Approved
8147,Butta,66,Sindkhed Raja,Approved
8148,Changefal,66,Sindkhed Raja,Approved
8149,Chincholi Jahagir,66,Sindkhed Raja,Approved
8150,Daregaon,66,Sindkhed Raja,Approved
8151,Daregaon Shendurjan,66,Sindkhed Raja,Approved
8152,Dattapur,66,Sindkhed Raja,Approved
8153,Dawargaon,66,Sindkhed Raja,Approved
8154,Deulgaon Kol,66,Sindkhed Raja,Approved
8155,Devkhed,66,Sindkhed Raja,Approved
8156,Dhandarwadi,66,Sindkhed Raja,Approved
8157,Dhanora,66,Sindkhed Raja,Approved
8158,Dhoravi,66,Sindkhed Raja,Approved
8159,Dusarbid,66,Sindkhed Raja,Approved
8160,Ekamba,66,Sindkhed Raja,Approved
8161,Garkhed,66,Sindkhed Raja,Approved
8162,Goregaon,66,Sindkhed Raja,Approved
8163,Gunj,66,Sindkhed Raja,Approved
8164,Gunj Matha,66,Sindkhed Raja,Approved
8165,Hanwatkhed,66,Sindkhed Raja,Approved
8166,Hanwatkhed Malkapur Pangra,66,Sindkhed Raja,Approved
8167,Hiwara Gadling,66,Sindkhed Raja,Approved
8168,Hiwarkhed,66,Sindkhed Raja,Approved
8169,Jagdari,66,Sindkhed Raja,Approved
8170,Jalgaon,66,Sindkhed Raja,Approved
8171,Jambhora,66,Sindkhed Raja,Approved
8172,Jaulka,66,Sindkhed Raja,Approved
8173,Jaypur,66,Sindkhed Raja,Approved
8174,Kandari,66,Sindkhed Raja,Approved
8175,Keshav Shivani,66,Sindkhed Raja,Approved
8176,Khairav,66,Sindkhed Raja,Approved
8177,Khairkhed,66,Sindkhed Raja,Approved
8178,Khamgaon,66,Sindkhed Raja,Approved
8179,Kingaon Raja,66,Sindkhed Raja,Approved
8180,Konati,66,Sindkhed Raja,Approved
8181,Kumbefal,66,Sindkhed Raja,Approved
8182,Linga Bhag 1,66,Sindkhed Raja,Approved
8183,Linga Bhag 2,66,Sindkhed Raja,Approved
8184,Maharkhed,66,Sindkhed Raja,Approved
8185,Malkapur Pangra,66,Sindkhed Raja,Approved
8186,Malkapur Pangra Bhag 2,66,Sindkhed Raja,Approved
8187,Mohadi,66,Sindkhed Raja,Approved
8188,Nagzari,66,Sindkhed Raja,Approved
8189,Naiknagar,66,Sindkhed Raja,Approved
8190,Nasirabad,66,Sindkhed Raja,Approved
8191,Nimgaon Wayal,66,Sindkhed Raja,Approved
8192,Nimkhed,66,Sindkhed Raja,Approved
8193,Nimkhed Kasaba,66,Sindkhed Raja,Approved
8194,Palaskhed Chakka,66,Sindkhed Raja,Approved
8195,Pangarkhed,66,Sindkhed Raja,Approved
8196,Pangri Kate,66,Sindkhed Raja,Approved
8197,Pangri Ugale,66,Sindkhed Raja,Approved
8198,Pimpalgaon Kuda,66,Sindkhed Raja,Approved
8199,Pimpalgaon Lendi,66,Sindkhed Raja,Approved
8200,Pimpalgaon Sonara,66,Sindkhed Raja,Approved
8201,Pimpalkhuta,66,Sindkhed Raja,Approved
8202,Pimparkhed Bk.,66,Sindkhed Raja,Approved
8203,Pimparkhed Kh.,66,Sindkhed Raja,Approved
8204,Pophal Shivani,66,Sindkhed Raja,Approved
8205,Raheri Bk.,66,Sindkhed Raja,Approved
8206,Raheri Kh.,66,Sindkhed Raja,Approved
8207,Rajegaon,66,Sindkhed Raja,Approved
8208,Ratali,66,Sindkhed Raja,Approved
8209,Rumhana,66,Sindkhed Raja,Approved
8210,Sakharkherda,66,Sindkhed Raja,Approved
8211,Sakharkherda Bhag 2,66,Sindkhed Raja,Approved
8212,Sarkhed,66,Sindkhed Raja,Approved
8213,Sathegaon,66,Sindkhed Raja,Approved
8214,Sawadad,66,Sindkhed Raja,Approved
8215,Sawangi Bhagat,66,Sindkhed Raja,Approved
8216,Sawargaon Mal,66,Sindkhed Raja,Approved
8217,Sawkhed Tejan,66,Sindkhed Raja,Approved
8218,Sayala,66,Sindkhed Raja,Approved
8219,Shelgaon Raut,66,Sindkhed Raja,Approved
8220,Shelu,66,Sindkhed Raja,Approved
8221,Shendurjan,66,Sindkhed Raja,Approved
8222,Shendurjan Bhag 2,66,Sindkhed Raja,Approved
8223,Shevaga Jahagir,66,Sindkhed Raja,Approved
8224,Shindi,66,Sindkhed Raja,Approved
8225,Shirner,66,Sindkhed Raja,Approved
8226,Shivni Kankal,66,Sindkhed Raja,Approved
8227,Shivni Taka,66,Sindkhed Raja,Approved
8228,Sindkhed Raja,66,Sindkhed Raja,Approved
8229,Sindkhed Raja Bhag 2,66,Sindkhed Raja,Approved
8230,Sindkhedraja,66,Sindkhed Raja,Approved
8231,Sonoshi,66,Sindkhed Raja,Approved
8232,Soyandeo,66,Sindkhed Raja,Approved
8233,Sulajgaon,66,Sindkhed Raja,Approved
8234,Tadhegaon,66,Sindkhed Raja,Approved
8235,Tadshivani,66,Sindkhed Raja,Approved
8236,Tandulwadi Khamgaon,66,Sindkhed Raja,Approved
8237,Tandulwadi Rumhana,66,Sindkhed Raja,Approved
