MarketplaceId,MarketplaceName,TehsilId,TehsilName,MarketplaceStatus
24899,Bhavanipada,208,Nandurbar,Approved
24900,Bhone,208,Nandurbar,Approved
24901,Biladi,208,Nandurbar,Approved
24902,Borale,208,Nandurbar,Approved
24903,Chakle,208,Nandurbar,Approved
24904,Chaupale,208,Nandurbar,Approved
24905,Dahindule Bk.,208,Nandurbar,Approved
24906,Dahindule Kh,208,Nandurbar,Approved
24907,Devpur,208,Nandurbar,Approved
24908,Dhamdai,208,Nandurbar,Approved
24909,Dhamdod,208,Nandurbar,Approved
24910,Dhandhane,208,Nandurbar,Approved
24911,Dhanora,208,Nandurbar,Approved
24912,Dhekwad,208,Nandurbar,Approved
24913,Dhirajgaon,208,Nandurbar,Approved
24914,Dhulwad,208,Nandurbar,Approved
24915,Dudhale,208,Nandurbar,Approved
24916,Fulsare,208,Nandurbar,Approved
24917,Gangapur,208,Nandurbar,Approved
24918,Ghogalgaon,208,Nandurbar,Approved
24919,Ghotane,208,Nandurbar,Approved
24920,Ghuli,208,Nandurbar,Approved
24921,Gujar Jamboli,208,Nandurbar,Approved
24922,Gujarbhavali,208,Nandurbar,Approved
24923,Haripur,208,Nandurbar,Approved
24924,Hatmohide,208,Nandurbar,Approved
24925,Hol Tarfe Haveli,208,Nandurbar,Approved
24926,Hol Tarfe Ranale,208,Nandurbar,Approved
24927,Indrihatti,208,Nandurbar,Approved
24928,Isainagar,208,Nandurbar,Approved
24929,Jalkhe,208,Nandurbar,Approved
24930,Junmohide,208,Nandurbar,Approved
24931,Kakarde,208,Nandurbar,Approved
24932,Kalamba,208,Nandurbar,Approved
24933,Kalmadi,208,Nandurbar,Approved
24934,Kaltolami,208,Nandurbar,Approved
24935,Kanalde,208,Nandurbar,Approved
24936,Kandhre,208,Nandurbar,Approved
24937,Karanjwe,208,Nandurbar,Approved
24938,Karankheda,208,Nandurbar,Approved
24939,Karjkupe,208,Nandurbar,Approved
24940,Karli,208,Nandurbar,Approved
24941,Kathore,208,Nandurbar,Approved
24942,Khairale,208,Nandurbar,Approved
24943,Khamgaon,208,Nandurbar,Approved
24944,Khaparkheda,208,Nandurbar,Approved
24945,Kharde Kh.,208,Nandurbar,Approved
24946,Khodasgaon,208,Nandurbar,Approved
24947,Khokrale,208,Nandurbar,Approved
24948,Khondamali,208,Nandurbar,Approved
24949,Kodhali Kh.,208,Nandurbar,Approved
24950,Kolde,208,Nandurbar,Approved
24951,Koparli,208,Nandurbar,Approved
24952,Korit,208,Nandurbar,Approved
24953,Kothade,208,Nandurbar,Approved
24954,L.Shahade,208,Nandurbar,Approved
24955,Lahan Umaj,208,Nandurbar,Approved
24956,Lonkheda,208,Nandurbar,Approved
24957,Loy,208,Nandurbar,Approved
24958,Malkhand,208,Nandurbar,Approved
24959,Malpur,208,Nandurbar,Approved
24960,Mandal,208,Nandurbar,Approved
24961,Mangrul,208,Nandurbar,Approved
24962,Manjre,208,Nandurbar,Approved
24963,Mothe Umaj,208,Nandurbar,Approved
24964,Moyane,208,Nandurbar,Approved
24965,Nagaon,208,Nandurbar,Approved
24966,Nagsar,208,Nandurbar,Approved
24967,Nalve Bk.,208,Nandurbar,Approved
24968,Nalve Kh.,208,Nandurbar,Approved
24969,Nandarkhe,208,Nandurbar,Approved
24970,Nandpur,208,Nandurbar,Approved
24971,Nandurbar,208,Nandurbar,Approved
24972,Narayanpur,208,Nandurbar,Approved
24973,Nashinde,208,Nandurbar,Approved
24974,Natawad,208,Nandurbar,Approved
24975,Navagaon,208,Nandurbar,Approved
24976,Nimbhel,208,Nandurbar,Approved
24977,Nimboni Bk.,208,Nandurbar,Approved
24978,Nyahali,208,Nandurbar,Approved
24979,Osarli,208,Nandurbar,Approved
24980,Ozarde,208,Nandurbar,Approved
24981,Pachorabari,208,Nandurbar,Approved
24982,Palashi,208,Nandurbar,Approved
24983,Patharai,208,Nandurbar,Approved
24984,Patonda,208,Nandurbar,Approved
24985,Pawle,208,Nandurbar,Approved
24986,Pimpari,208,Nandurbar,Approved
24987,Pimplod,208,Nandurbar,Approved
24988,Rajale,208,Nandurbar,Approved
24989,Rajapur,208,Nandurbar,Approved
24990,Rakaswade,208,Nandurbar,Approved
24991,Ranale,208,Nandurbar,Approved
24992,Ranale Kh,208,Nandurbar,Approved
24993,Saitane,208,Nandurbar,Approved
24994,Samsherpur,208,Nandurbar,Approved
24995,Saturkhe,208,Nandurbar,Approved
24996,Sawalde,208,Nandurbar,Approved
24997,Shejve,208,Nandurbar,Approved
24998,Shinde,208,Nandurbar,Approved
24999,Shindgavhan,208,Nandurbar,Approved
25000,Shirwade,208,Nandurbar,Approved
25001,Shivpur,208,Nandurbar,Approved
25002,Shrirampur,208,Nandurbar,Approved
25003,Songir,208,Nandurbar,Approved
25004,Sujalpur,208,Nandurbar,Approved
25005,Sundarde,208,Nandurbar,Approved
25006,Sutare,208,Nandurbar,Approved
25007,Talwade Bk,208,Nandurbar,Approved
25008,Talwade Kh,208,Nandurbar,Approved
25009,Tarapur,208,Nandurbar,Approved
25010,Thanepada,208,Nandurbar,Approved
25011,Tilali,208,Nandurbar,Approved
25012,Tisi,208,Nandurbar,Approved
25013,Tokartale,208,Nandurbar,Approved
25014,Umarde Bk,208,Nandurbar,Approved
25015,Umarde Kh,208,Nandurbar,Approved
25016,Umargaon,208,Nandurbar,Approved
25017,Vadbare,208,Nandurbar,Approved
