MarketplaceId,MarketplaceName,TehsilId,TehsilName,MarketplaceStatus
23900,Bamni P.U.,199,Loha,Approved
23901,Berali Kh.,199,Loha,Approved
23902,Bet Sangvi,199,Loha,Approved
23903,Bhadra,199,Loha,Approved
23904,Bhamlanaiktanda,199,Loha,Approved
23905,Bharaswada,199,Loha,Approved
23906,Bhendegaon,199,Loha,Approved
23907,Borgaon Aknak,199,Loha,Approved
23908,Borgaon Kiwala,199,Loha,Approved
23909,Borgaon Kolha,199,Loha,Approved
23910,Chincholi P.U.,199,Loha,Approved
23911,Chitali,199,Loha,Approved
23912,Chondi,199,Loha,Approved
23913,Dagad Sangvi,199,Loha,Approved
23914,Dagadgaon,199,Loha,Approved
23915,Dapshed,199,Loha,Approved
23916,Deola Tanda,199,Loha,Approved
23917,Derla,199,Loha,Approved
23918,Deulgaon,199,Loha,Approved
23919,Dhakni,199,Loha,Approved
23920,Dhanaj Bk.,199,Loha,Approved
23921,Dhanaj Kh.,199,Loha,Approved
23922,Dhanjitanda,199,Loha,Approved
23923,Dhanora (Makta),199,Loha,Approved
23924,Dhanora Shelgaon,199,Loha,Approved
23925,Dhavri,199,Loha,Approved
23926,Dolara,199,Loha,Approved
23927,Dongargaon,199,Loha,Approved
23928,Donwada,199,Loha,Approved
23929,Gaundgaon,199,Loha,Approved
23930,Ghotka,199,Loha,Approved
23931,Ghugewadi,199,Loha,Approved
23932,Golegaon P.K.,199,Loha,Approved
23933,Golegaon P.U.,199,Loha,Approved
23934,Golegaonwadi,199,Loha,Approved
23935,Gondhanitanda,199,Loha,Approved
23936,Govindtanda,199,Loha,Approved
23937,Gundewadi,199,Loha,Approved
23938,Hadoli Jagir,199,Loha,Approved
23939,Haldav,199,Loha,Approved
23940,Haranwadi,199,Loha,Approved
23941,Harbal P.U.,199,Loha,Approved
23942,Harishchandratanda,199,Loha,Approved
23943,Harsad,199,Loha,Approved
23944,Hatni,199,Loha,Approved
23945,Hindola,199,Loha,Approved
23946,Hipparga (Chitali),199,Loha,Approved
23947,Hirabori Tanda,199,Loha,Approved
23948,Hottalwadi,199,Loha,Approved
23949,Hulayewadi,199,Loha,Approved
23950,Jamrun,199,Loha,Approved
23951,Janapuri,199,Loha,Approved
23952,Jawala,199,Loha,Approved
23953,Jomegaon,199,Loha,Approved
23954,Joshi Sangvi,199,Loha,Approved
23955,Kadamachiwadi,199,Loha,Approved
23956,Kalambar Bk.,199,Loha,Approved
23957,Kalambar Kh.,199,Loha,Approved
23958,Kambegaon,199,Loha,Approved
23959,Kamlaj,199,Loha,Approved
23960,Kanjala,199,Loha,Approved
23961,Kanjalwadi,199,Loha,Approved
23962,Kapshi Bk.,199,Loha,Approved
23963,Kapshi Kh.,199,Loha,Approved
23964,Karegaon,199,Loha,Approved
23965,Karmala,199,Loha,Approved
23966,Kaudgaon,199,Loha,Approved
23967,Kesutanda,199,Loha,Approved
23968,Khadak Manjari,199,Loha,Approved
23969,Khambegaon,199,Loha,Approved
23970,Kharbi,199,Loha,Approved
23971,Khed Manjara,199,Loha,Approved
23972,Khedkarwadi,199,Loha,Approved
23973,Khirutanda,199,Loha,Approved
23974,Kiroda,199,Loha,Approved
23975,Kiwala,199,Loha,Approved
23976,Koshtwadi,199,Loha,Approved
23977,Kumbhargaon,199,Loha,Approved
23978,Lachchmatanda,199,Loha,Approved
23979,Landgewadi,199,Loha,Approved
23980,Lavhral,199,Loha,Approved
23981,Limboti,199,Loha,Approved
23982,Loha,199,Loha,Approved
23983,Londhe Sangvi,199,Loha,Approved
23984,Madakewadi,199,Loha,Approved
23985,Majare Sangvi,199,Loha,Approved
23986,Malakoli,199,Loha,Approved
23987,Malegaon Yatra,199,Loha,Approved
23988,Malkapur,199,Loha,Approved
